order	sequence	thai	phonetic	description	short-description	set	level
3913	14	(...)ไม่ได้ประโยชน์อะไร	...	mâi-dâi bprà-yòot à-rai  We get no benefit whatsoever. / You get nothing for it. 	mâi-dâi bprà-yòot à-rai  We ge		
3914	15	เวลาอยู่ต่อหน้าคนอื่น(ก็กลัวคนมอง) wee-laa yùu dtɔ̀ɔ-nâa kon-ʉ̀ʉn	gɔ̂ɔ glua mɔɔng	When I'm around others (I'm afraid they will look at me). / When I'm in front of  others (I'm afraid they will look at me). 	When I'm around others (I'm af		
3915	16	เขามีท่าทีแปลกๆ kǎo mii tâa-tii bplɛ̀ɛk-bplɛ̀ɛk She was acting strangely. / He was acting weird.  					
3916	17	เราแยกย้ายกันไป rao yɛ̂ɛk-yáai gan bpai We went our separate ways. 					
3917	18	ตัดใจซะเถอะ dtàt-jai sá tə̀ Try to stop thinking about her. / Get over it. / Get over him.  					
3918	19	มันเป็นเรื่องใกล้ตัว man bpen rʉ̂ang glâi-dtua It's close to home. / It's something you're familiar with.  					
3919	20	ไม่รู้จักพอ mâi-rúu-jàk pɔɔ He can't get enough! / Insatiable! 					
3920	1	น่าอร่อยจัง nâa-à-rɔ̀i jang That looks really good/delicious/tasty! 	Super Useful Expressions, Part 196  	low-intermediate level	low-intermediate level		
3921	2	ไม่นานเลย(นะครับ) mâi-naan ləəi	ná-kráp	Not so long. / Not that long.  	Not so long. / Not that long. 		
3922	3	ใครเรียก INFORMAL krai rîak Who called	me	?  	?  		
3923	4	ระวังติดคอ rá-wang dtìt kɔɔ Be careful or it'll get stuck in your throat.  					
3924	5	มีอะไรติดคอ mii à-rai dtìt kɔɔ Something's stuck in my throat.  					
3925	6	ไม่ได้ทำบ่อย(นะ) mâi-dâi tam bɔ̀i	ná	(I) don't do it often.  	(I) don't do it often.  		
3926	7	มันมีประโยชน์(นะ) man mii bprà-yòot	ná	It's useful/beneficial.  	It's useful/beneficial.  		
3927	8	(คุณ)มาจากเมืองไหน /	คุณ	มาจากเมืองอะไร (kun) maa-jàak mʉang nǎi /  (kun) maa-jàak mʉang à-raiWhat city are you from?  	มาจากเมืองอะไร (kun) maa-jàak 		
3928	9	ชอบกินอาหาร(เกาหลี)ไหม chɔ̂ɔp gin aa-hǎan	gao-lǐi	mǎi Do you like (Korean) food?  	mǎi Do you like (Korean) food?		
3929	10	ต้องโทรไปบอก(พ่อแม่) dtɔ̂ng too-bpai bɔ̀ɔk	pɔ̂ɔ-mɛ̂ɛ	(I) have to call and tell (my parents).  	(I) have to call and tell (my 		
3930	11	อันนี้(ปลา)อะไรคะ an-níi	bplaa	à-rai ká What kind of (fish) is this?  	à-rai ká What kind of (fish) i		
3931	12	ไม่เลยหรือ mâi ləəi rʉ̌ʉ Not at all? / Not even a little?  					
3932	13	เลือกอะไรดี lʉ̂ak à-rai dii Which	one	should I choose?  	should I choose?  		
3933	14	เขาเป็นลูกครึ่ง kǎo bpen lûuk-krʉ̂ng He's half	Thai	half (German). 	half (German). 		
3934	15	พร้อมหรือยัง prɔ́ɔm rʉ̌ʉ yang Are you ready	yet	?  	?  		
3935	16	เศรษฐกิจไม่ดี sèet-tà-gìt mâi-dii The economy's bad.  					
3936	17	โรแมนติกจังเลย roo-mɛɛn-dtìk jang ləəi So romantic!  					
3937	18	ไม่ได้กำไร(เลย) mâi-dâi gam-rai	ləəi	I'm not making any profit. / We didn't turn a profit. / We're in the red.  	I'm not making any profit. / W		
3938	19	ขอคิดก่อนนะ POLITE kɔ̌ɔ kít gɔ̀ɔn ná Let me think about that. / Let me think.  					
3939	20	ไปดูหน่อยได้ไหมครับ bpai duu nɔ̀i dâi-mǎi kráp May I go have a look? / Can I go and see it?					
3940	1	คุ้มหรอ INFORMAL kúm rɔ̌ɔ Is it worth it? 	Super Useful Expressions, Part 197  	low-intermediate level	low-intermediate level		
3941	2	ไม่คุ้ม mâi kúm It's not worth it.  					
3942	3	ขายไปแล้ว kǎai bpai lɛ́ɛo It's been sold. / They sold it already. / I sold it.  					
3943	4	ไม่รู้ว่าเขาชื่ออะไร mâi-rúu wâa kǎo chʉ̂ʉ à-rai I don't know what her name is.  					
3944	5	ชินรึยัง chin rʉ́-yang Are you used to it?  					
3945	6	ผมเคยเตือน(คุณ)แล้ว pǒm kəəi dtʉan	kun	lɛ́ɛo I've warned (you) before. / I already warned (you).  	lɛ́ɛo I've warned (you) before		
3946	7	ดีใจนะที่คุณชอบ dii-jai ná tîi kun chɔ̂ɔp I'm glad you like it.  					
3947	8	ผมไม่อยากบังคับคุณ pǒm mâi-yàak bang-káp kun I don't want to force/pressure you.  					
3948	9	ไปคุยกันข้างนอก bpai kui gan kâang-nɔ̂ɔk Let's	go	talk outside.  	talk outside.  		
3949	10	ตอนเด็กๆอยากเป็น(นักกีฬาฟุตบอล) dtɔɔn dèk-dèk yàak bpen	nák-gii-laa fút-bɔn	When I was a kid, I wanted to be a (soccer player/footballer).  	When I was a kid, I wanted to 		
3950	11	(คุณพ่อ)ทําอาชีพอะไรคะ FORMAL	kun-pɔ̂ɔ	tam aa-chîip à-rai ká What kind of work does your (father) do? / What's your (father)'s occupation? 	tam aa-chîip à-rai ká What kin		
3951	12	(ผม)อยากซื้อบ้าน	pǒm	yàak sʉ́ʉ bâan I wanna buy a house.  	yàak sʉ́ʉ bâan I wanna buy a h		
3952	13	(ฉัน)อยากซื้อบ้านหลังนี้	chǎn	yàak sʉ́ʉ bâan lǎng níi I want to buy this house.  	yàak sʉ́ʉ bâan lǎng níi I want		
3953	14	อาจจะมี(นะ) àat-jà mii	ná	Perhaps there are some. / There may be some. 	Perhaps there are some. / Ther		
3954	15	เป็นของโบราณ bpen kɔ̌ɔng-boo-raan It's an antique. / It's an	ancient	artifact.  	artifact.  		
3955	16	ไม่มีชีพจร mâi-mii chîip-pá-jɔɔn	She	has no pulse.  	has no pulse.  		
3956	17	ขอหอมหน่อย kɔ̌ɔ hɔ̌ɔm nɔ̀i Let me give you a kiss	a sniff kiss	. / Let me kiss you.  	. / Let me kiss you.  		
3957	18	เขาไม่มีประกัน kǎo mâi-mii bprà-gan She doesn't have insurance. / He's uninsured.  					
3958	19	(ราคา)(ยัง)ไม่รวมภาษี	raa-kaa	(yang) mâi-ruam paa-sǐi (The price) doesn't include tax.  	(yang) mâi-ruam paa-sǐi (The p		
3959	20	คุณได้อะไร kun dâi à-rai What do you get	out of it	? / What did you get? 	? / What did you get? 		
3960	1	มีของมาฝากด้วย(ค่ะ) mii kɔ̌ɔng maa fàak dûai	kà	I have something for you. / I brought you something. 	I have something for you. / I 	Super Useful Expressions, Part 198 	high-intermediate level
3961	2	ฉันอยากใช้ชีวิตที่เรียบง่าย chǎn yàak mii chii-wít rîap-ngâaiI wanna live a simple life.  					
3962	3	ถ้าไม่อยากบอกก็ไม่เป็นไร tâa mâi yàak bɔ̀ɔk gɔ̂ɔ mâi-bpen-rai If you don't want to tell me, no problem. / If you don't wanna say, it's okay.  					
3963	4	ต้องแต่งตัวยังไง(ดี) dtɔ̂ng dtɛ̀ng-dtua yang-ngai	dii	How should I dress? / What should I wear? (going to party or ceremony) 	How should I dress? / What sho		
3964	5	ต้องแต่งตัวให้เรียบร้อย dtɔ̂ng dtɛ̀ng-dtua hâi rîap-rɔ́ɔi	You	have to dress up/wear proper attire/dress nicely.  	have to dress up/wear proper a		
3965	6	ฉันคงตาฝาดไป chǎn kong dtaa-fàat bpai I must have been seeing things.  					
3966	7	ผมไม่รู้จะอธิบายยังไงดี pǒm mâi-rúu jà à-tí-baai yang-ngai dii I don't know how to explain	it	.  	.  		
3967	8	ไม่ใช่อย่างนั้น(ค่ะ) mâi-châi yàang-nán	kà	It's not that. / That's not it. (that's not what I meant or how it is) 	It's not that. / That's not it		
3968	9	ถือสายรอ(สักครู่)(ครับ) tʉ̌ʉ-sǎai rɔɔ	sàk-krûu	(kráp) (Please) hold on a moment/second. (on the phone) 	(kráp) (Please) hold on a mome		
3969	10	เพิ่งมาใหม่ pə̂ng maa mài	This	just came in. (a product at store) / (I)'m new (here).  	just came in. (a product at st		
3970	11	ออกไปจากบ้านฉัน ANGRY ɔ̀ɔk-bpai jàak bâan chǎn Get out of my house!  					
3971	12	(ยัง)ไม่ได้ยินข่าวอะไรเลย	yang	mâi-dâi-yin kàao à-rai ləəi We haven't heard anything yet. / I haven't heard any news yet.  	mâi-dâi-yin kàao à-rai ləəi We		
3972	13	คงอึดอัดแย่ kong ʉ̀t-àt yɛ̂ɛ I'd feel very/really uncomfortable.  					
3973	14	มีคนวิ่งตัดหน้ารถ(ผม) mii kon wîng dtàt-nâa rót	pǒm	Someone cut in front of (me). / Someone cut (me) off. / Someone ran right in  front of me.  	Someone cut in front of (me). 		
3974	15	ทุกอย่างเหมือนเดิม túk-yàang mʉ̌an-dəəm Everything's the same	as before/usual	.  	.  		
3975	16	คิดเงินด้วย(ครับ) kít-ngən dûai	kráp	Ring me up. / Check please.  	Ring me up. / Check please.  		
3976	17	ไม่เห็นได้ยินเลย URGING mâi-hěn dâi-yin ləəi I didn't hear it	at all	.  	.  		
3977	18	ไม่รู้จะติดต่อใคร mâi-rúu jà dtìt-dtɔ̀ɔ krai	I	don't know who to contact. / (I) don't know who I should contact.  	don't know who to contact. / (		
3978	19	ขออนุญาตถาม(หน่อย)นะคะ POLITE/FORMAL kɔ̌ɔ à-nú-yâat tǎam	nɔ̀i	ná-ká If I may (ask)... / May I ask you...?  	ná-ká If I may (ask)... / May 		
3979	20	เขาป่วยเป็นอะไรคะ kǎo bpùai bpen à-rai ká What's wrong with him? / What kind of illness did she have? 					
3980	1	ดีใจที่ได้คุยกับคุณ(นะ)(ครับ) dii-jai tîi dâi kui gàp kun	ná	(kráp) It was nice talking with you. / I'm glad I was able to talk with you. 	(kráp) It was nice talking wit	Super Useful Expressions, Part 199  	low-intermediate level
3981	2	พอจะรู้จักไหมครับ pɔɔ-jà rúu-jàk mǎi kráp Do	you	happen to know? / Do (you) happen to know him? / Do (you) know it?  	happen to know? / Do (you) hap		
3982	3	ฝันไปรึเปล่า fǎn bpai rʉ́-bplàao Am	I	dreaming?!  	dreaming?!  		
3983	4	ผมต้องการเช่ารถครับ POLITE pǒm dtɔ̂ng-gaan châo rót krápI'd like to rent a car. / I need to rent a car.  					
3984	5	(เรียน)จบที่ไหน(คะ)	rian	jòp tîi-nǎi (ká) Where did you graduate from? / What school did you go to?  	jòp tîi-nǎi (ká) Where did you		
3985	6	ทำไมไม่รับสาย tam-mai mâi ráp-sǎai Why doesn't he pick up? / Why don't you answer	your phone	?  	?  		
3986	7	ควรทำยังไง(ดี) kuan tam yang-ngai	dii	What should I do? / What am I supposed to do?  	What should I do? / What am I 		
3987	8	ทำไมไม่โทร(มา)หาฉัน tam-mai mâi too	maa	hǎa chǎn Why didn't you call me?  	hǎa chǎn Why didn't you call m		
3988	9	น้องๆ nɔ́ɔng nɔ́ɔng Waiter! / Excuse me!	calling attention to younger person at restaurant, etc.				
3989	10	ฉันเลือกเอง chǎn lʉ̂ak eeng I picked it out myself.	a present, etc.	OR I will choose it myself.  	OR I will choose it myself.  		
3990	11	อยากได้สีอะไร(คะ) yàak dâi sǐi à-rai	ká	What color would you like? / What color do you want?  	What color would you like? / W		
3991	12	มีหลากหลายสี(ให้เลือก) mii làak-lǎai sǐi	hâi lʉ̂ak	We have many colors (to choose from). / There are a variety of colors (to choose  from). 	We have many colors (to choose		
3992	13	ถูกใจผมมาก tùuk-jai pǒm mâak I really like it! / It's really to my liking! / It's really my type!  					
3993	14	เธอไม่ได้ไปไหน təə mâi-dâi bpai-nǎi She didn't go anywhere. 					
3994	15	คุณจะอยู่ที่นี่กี่วัน kun jà yùu tîi-nîi gìi wan How many days are you staying	here	?  	?  		
3995	16	ห้องเต็ม(แล้ว) hɔ̂ng dtem	lɛ́ɛo	The rooms are all full/booked.  	The rooms are all full/booked.		
3996	17	คิดได้ยังไง kít dâi yang-ngai How can you think that?! / What are you thinking?!  					
3997	18	ทานด้วยกันไหมคะ FORMAL taan dûai-gan mǎi ká Would you like to have	dinner	together?  	together?  		
3998	19	เดายาก dao yâak It's hard to guess.  					
3999	20	น่าขยะแขยง nâa-kà-yà-kà-yɛ̌ɛng That's disgusting! / How disgusting! 					
4000	1	(แฟน)ขี้หึงมาก	fɛɛn	kîi-hʉ̌ng mâak (My girlfriend)'s really jealous/the jealous type. 	kîi-hʉ̌ng mâak (My girlfriend)	Super Useful Expressions, Part 200 	low-intermediate level
4001	2	อยากกินอะไร(คะ) yàak gin à-rai	ká	What do you wanna eat? / What would you like to eat?  	What do you wanna eat? / What 		
4002	3	ให้ผมช่วยไหมครับ hâi pǒm chûai mǎi kráp Do you need some help? / Do you want me to help you?  					
4003	4	ใครสอน(คุณเต้น) krai sɔ̌ɔn	kun dtên	Who taught you (how to dance)?  	Who taught you (how to dance)?		
4004	5	ยังไม่ได้กินข้าวเลย yang mâi-dâi gin-kâao ləəi I haven't eaten anything yet. / I haven't had anything to eat at all.  					
4005	6	ผมไม่มีรายได้ pǒm mâi mii raai-dâai I have no income. 					
4006	7	เขาตกงาน kǎo dtòk-ngaan He lost his job. / She's unemployed. / She's out of work.  					
4007	8	ผมไม่กลัวใคร(เลย) pǒm mâi glua krai	ləəi	I'm not afraid of anyone!  	I'm not afraid of anyone!  		
4008	9	ขอดูรูปหน่อยได้ไหม(ครับ) kɔ̌ɔ duu rûup nɔ̀i dâi-mǎi	kráp	Can I see a picture (of her/it)?  	Can I see a picture (of her/it		
4009	10	ฉันจำได้แค่ว่า... chǎn jam-dâi kɛ̂ɛ wâa... I only remember... / The only thing I remember is...  					
4010	11	(...)พอรึยัง/(...)พอหรือยัง	...	pɔɔ rʉ́-yang / (...) pɔɔ rʉ̌ʉ-yang Is it enough? / Do we have enough yet? / ...enough?  	pɔɔ rʉ́-yang / (...) pɔɔ rʉ̌ʉ-		
